sseqid,stitle,mismatch,positive,gaps,ppos,pident,qcovs,evalue,bitscore,qseqid,cleaned_filename,motif_hits
4_UUIZ01000082_04581,unannotated protein,98,346,1,86.93,75.126,100,0.0,620.0,pao1_fabv,4_UUIZ01000082,3
1_JTTY01000001_04275,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_JTTY01000001,3
4_PCOA01000001_01682,unannotated protein,150,300,7,75.95,60.253,98,4.179999999999998e-164,463.0,pao1_fabv,4_PCOA01000001,5
23_SWEH01000001_00680,unannotated protein,154,308,5,77.78,59.848,98,2.749999999999998e-166,469.0,pao1_fabv,23_SWEH01000001,3
1_LEIL01000001_02899,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEIL01000001,3
1_QZZZ01000035_02306,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_QZZZ01000035,3
1_FRJA01000198_02484,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRJA01000198,3
22_MCBG01000011_03264,unannotated protein,156,308,5,77.78,59.343,98,7.929999999999994e-166,468.0,pao1_fabv,22_MCBG01000011,2
54_PJCL01000001_03366,unannotated protein,154,308,5,77.78,59.848,98,1.839999999999999e-166,469.0,pao1_fabv,54_PJCL01000001,3
1_FRVN01000240_00894,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRVN01000240,3
108_CP014546_03075,unannotated protein,98,346,1,86.93,75.126,100,0.0,620.0,pao1_fabv,108_CP014546,3
1_FRHS01000165_02096,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRHS01000165,3
1_QVCC01000100_03379,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVCC01000100,3
1_CAADQF010000001_01768,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADQF010000001,3
1_RXVE01000001_03515,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXVE01000001,3
1_MWLC02000088_02198,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MWLC02000088,3
1_NSOJ01000001_01491,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSOJ01000001,3
1_CVVN01000001_00906,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVVN01000001,3
1_CAADLW010000001_00493,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADLW010000001,3
1_JTUU01000001_05917,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTUU01000001,3
1_CBYA010000001_02121,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_CBYA010000001,3
1_RXVW01000001_00574,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXVW01000001,3
1_FRIB01000189_02637,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRIB01000189,3
16_JUKO01000040_00588,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,16_JUKO01000040,3
1_FRMK01000067_04425,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRMK01000067,3
4_CP027727_01576,unannotated protein,98,347,1,87.19,75.126,100,0.0,623.0,pao1_fabv,4_CP027727,3
1_QVDH01000099_05270,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVDH01000099,3
4_CP027734_01483,unannotated protein,98,346,1,86.93,75.126,100,0.0,619.0,pao1_fabv,4_CP027734,3
1_CVUS01000001_02353,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVUS01000001,3
1_CAADLN010000001_03076,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADLN010000001,3
1_RXCP01000001_02371,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXCP01000001,3
1_NSUT01000001_03628,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSUT01000001,3
1_CVXA01000001_05237,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVXA01000001,3
1_FRNU01000178_03882,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRNU01000178,3
1_LKIS01000001_04698,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LKIS01000001,3
1_FRSS01000479_04216,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRSS01000479,3
1_KI518835_01355,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_KI518835,3
1_NSZL01000001_03917,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_NSZL01000001,3
1_NFFL01000010_00671,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NFFL01000010,3
1_FRHQ01000284_01164,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRHQ01000284,3
1_CUXY01000001_02274,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CUXY01000001,3
1_FRRQ01000051_05041,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRRQ01000051,3
1_UGUM01000004_01812,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_UGUM01000004,3
1_LLSY01000001_03576,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_LLSY01000001,3
1_QZXG01000024_04633,unannotated protein,2,398,0,100.0,99.497,100,0.0,812.0,pao1_fabv,1_QZXG01000024,3
1_MCMH01000001_04572,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MCMH01000001,3
1_RXWC01000001_00310,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXWC01000001,3
1_RWRV01000001_02380,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWRV01000001,3
4_SGWI01000001_03684,unannotated protein,96,346,1,86.93,75.628,100,0.0,623.0,pao1_fabv,4_SGWI01000001,3
4_CP035088_04814,unannotated protein,85,350,0,87.94,78.643,100,0.0,660.0,pao1_fabv,4_CP035088,4
0_RBUA01000208_01566,unannotated protein,98,347,1,87.19,75.126,100,0.0,620.0,pao1_fabv,0_RBUA01000208,3
4_AJWX01000001_04870,unannotated protein,85,349,0,87.91,78.589,99,0.0,652.0,pao1_fabv,4_AJWX01000001,2
1_QVCF01000100_05621,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVCF01000100,3
1_CP011369_02125,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP011369,3
1_FRVV01000390_01524,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRVV01000390,3
1_NSXC01000001_00234,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSXC01000001,3
1_VJMU01000010_02156,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VJMU01000010,3
1_LEHM01000001_03791,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEHM01000001,3
4_QEQQ01000001_04695,unannotated protein,157,308,5,77.78,59.091,98,4.319999999999997e-165,466.0,pao1_fabv,4_QEQQ01000001,3
1_CUYF01000001_01236,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CUYF01000001,3
47_PCQL01000001_05509,unannotated protein,95,347,1,87.19,75.87899999999998,100,0.0,625.0,pao1_fabv,47_PCQL01000001,3
1_RAFT01000070_00435,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RAFT01000070,3
1_RWQX01000001_00206,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWQX01000001,3
69_VFEV01000099_02525,unannotated protein,99,346,1,86.93,74.874,100,0.0,620.0,pao1_fabv,69_VFEV01000099,3
1_CP012581_02109,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_CP012581,3
1_NRCH01000001_03132,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NRCH01000001,3
1_LLVO01000001_02494,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLVO01000001,3
1_LLLW01000001_03636,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLLW01000001,3
1_VUNV01000100_04485,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VUNV01000100,3
22_BBDB01000001_05087,unannotated protein,111,203,4,76.03,56.929,66,2.5999999999999997e-104,306.0,pao1_fabv,22_BBDB01000001,3
22_BBDB01000001_05086,unannotated protein,32,83,0,79.81,69.23100000000001,26,2.03e-46,152.0,pao1_fabv,22_BBDB01000001,0
1_CVVM01000001_02503,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVVM01000001,3
1_VZIU01000100_02188,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VZIU01000100,3
1_NSNA01000001_00574,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSNA01000001,3
1_FRRZ01000058_01585,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRRZ01000058,3
1_NFGE01000100_00872,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NFGE01000100,3
1_CP008869_02164,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP008869,3
1_RWRL01000001_00723,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWRL01000001,3
1_NSON01000001_02937,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSON01000001,3
1_NSST01000001_05870,unannotated protein,5,398,0,100.0,98.744,100,0.0,807.0,pao1_fabv,1_NSST01000001,3
1_LLRZ01000001_03536,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_LLRZ01000001,3
1_VAVW01000001_01298,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VAVW01000001,3
1_JTRX01000001_01955,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTRX01000001,3
1_RXUB01000001_00257,unannotated protein,4,398,0,100.0,98.995,100,0.0,809.0,pao1_fabv,1_RXUB01000001,3
1_CUXJ01000001_01985,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CUXJ01000001,3
14_CP027747_02614,unannotated protein,82,357,0,89.92,79.345,99,0.0,664.0,pao1_fabv,14_CP027747,4
1_FRWC01000476_02666,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRWC01000476,3
1_QVBG01000100_02815,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVBG01000100,3
1_NSPU01000001_03841,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSPU01000001,3
1_FRNH01000159_05630,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRNH01000159,3
1_RAFR01000579_03949,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RAFR01000579,3
1_RWSF01000001_00392,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWSF01000001,3
1_RACS01000023_01147,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RACS01000023,3
1_JVUW01000065_03879,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JVUW01000065,3
45_MRUC01000004_04977,unannotated protein,83,357,0,89.92,79.093,99,0.0,665.0,pao1_fabv,45_MRUC01000004,4
82_CP034338_00842,unannotated protein,154,301,7,76.2,59.24100000000001,98,9.039999999999996e-163,460.0,pao1_fabv,82_CP034338,3
1_NIJE01000001_03746,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_NIJE01000001,3
1_JNHD01000001_00746,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_JNHD01000001,3
1_JTMD01000001_04881,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTMD01000001,3
1_LSAI01000001_00281,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LSAI01000001,3
1_LLPE01000001_05398,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLPE01000001,3
1_FRML01000086_02286,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRML01000086,3
1_FRWF01000264_01805,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRWF01000264,3
1_NSVA01000001_02407,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSVA01000001,3
1_LLML01000001_02486,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLML01000001,3
1_VIHV01000100_00859,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VIHV01000100,3
1_NSTY01000001_00246,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSTY01000001,3
1_CP034368_03529,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP034368,3
4_VEIM01000010_04104,unannotated protein,152,309,5,78.03,60.354,98,1.3499999999999994e-168,475.0,pao1_fabv,4_VEIM01000010,2
1_CVWL01000001_00643,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVWL01000001,3
1_LDLF01000001_04529,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDLF01000001,3
1_NSTV01000001_00585,unannotated protein,1,397,0,99.75,99.749,100,0.0,811.0,pao1_fabv,1_NSTV01000001,3
1_CVWM01000001_00401,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVWM01000001,3
27_JSYZ01000001_03254,unannotated protein,78,354,0,88.94,80.402,100,0.0,660.0,pao1_fabv,27_JSYZ01000001,3
1_RAFW01000130_00431,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RAFW01000130,3
1_RXWE01000001_00998,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXWE01000001,3
1_JUAT01000001_02982,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JUAT01000001,3
1_RAGB01000136_00076,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RAGB01000136,3
1_QZZU01000005_02977,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_QZZU01000005,3
1_LEHK01000001_03707,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LEHK01000001,3
1_KI518915_01322,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KI518915,3
1_LLLY01000001_02343,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLLY01000001,3
45_MOAR01000013_03619,unannotated protein,84,356,0,89.67,78.84100000000002,99,0.0,663.0,pao1_fabv,45_MOAR01000013,4
1_FRNT01000096_01229,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRNT01000096,3
1_RXWP01000001_01675,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXWP01000001,3
4_POHA01000100_05092,unannotated protein,84,352,0,88.44,78.89399999999998,100,0.0,656.0,pao1_fabv,4_POHA01000100,5
1_NFGM01000010_02554,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NFGM01000010,3
1_JTMT01000001_03799,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTMT01000001,3
1_QVDE01000099_04882,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVDE01000099,3
1_LFMN01000001_01816,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LFMN01000001,3
1_RWUO01000001_05015,unannotated protein,2,397,0,99.75,99.497,100,0.0,813.0,pao1_fabv,1_RWUO01000001,3
1_NSPG01000001_02735,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_NSPG01000001,3
4_CVTM01000050_03039,unannotated protein,96,346,1,86.93,75.628,100,0.0,625.0,pao1_fabv,4_CVTM01000050,3
22_LWMA01000001_01979,unannotated protein,152,308,5,77.78,60.354,98,2.9699999999999973e-173,487.0,pao1_fabv,22_LWMA01000001,3
1_QVBC01000100_04946,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVBC01000100,3
14_CP027749_02684,unannotated protein,82,357,0,89.92,79.345,99,0.0,664.0,pao1_fabv,14_CP027749,4
1_FRNK01000142_04181,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRNK01000142,3
1_RXAB01000001_01793,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXAB01000001,3
1_CP024477_02023,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP024477,3
1_MPUM01000001_01434,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MPUM01000001,3
1_FRMB01000072_03850,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRMB01000072,3
1_CP015002_02044,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP015002,3
205_96A1_03173,unannotated protein,97,347,1,87.19,75.377,100,0.0,621.0,pao1_fabv,205_96A1,3
1_KI519298_03013,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KI519298,3
9_CABVHG010000001_01752,unannotated protein,151,299,12,74.75,59.25,98,1.349999999999999e-159,452.0,pao1_fabv,9_CABVHG010000001,3
22_QLLF01000001_01810,unannotated protein,151,307,5,77.53,60.606,98,4.929999999999997e-173,486.0,pao1_fabv,22_QLLF01000001,3
1_CVVK01000001_00768,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVVK01000001,3
22_010322_04624,unannotated protein,152,308,5,77.78,60.354,98,3.1199999999999974e-173,487.0,pao1_fabv,22_010322,3
4_NFZQ01000100_01346,unannotated protein,154,309,5,78.03,59.848,98,8.649999999999994e-167,470.0,pao1_fabv,4_NFZQ01000100,3
4_CP025035_00797,unannotated protein,153,308,5,77.78,60.101000000000006,98,9.849999999999993e-168,473.0,pao1_fabv,4_CP025035,2
1_RWTQ01000001_04953,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWTQ01000001,3
1_VIHF01000100_04679,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VIHF01000100,3
1_NSVK01000001_00569,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSVK01000001,3
1_JTMI01000001_04105,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTMI01000001,3
1_QVBN01000099_00597,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVBN01000099,3
1_NSTA01000001_04638,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSTA01000001,3
1_CTEU01000001_03979,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CTEU01000001,3
1_RXDK01000001_02967,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXDK01000001,3
4_POFS01000100_04093,unannotated protein,99,347,1,87.19,74.874,100,0.0,620.0,pao1_fabv,4_POFS01000100,3
1_MCMS01000001_00580,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MCMS01000001,3
1_AZHU01000001_04767,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_AZHU01000001,3
1_CAADKJ010000001_04529,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADKJ010000001,3
1_QBED01000084_00770,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_QBED01000084,3
1_FRNX01000154_04340,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRNX01000154,3
1_LLSI01000001_00351,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLSI01000001,3
1_QDGX01000001_01869,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QDGX01000001,3
1_LZQI01000001_04168,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LZQI01000001,3
1_VIIJ01000010_04867,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VIIJ01000010,3
1_SCWK01000001_03566,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_SCWK01000001,3
1_NSYD01000001_04225,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_NSYD01000001,3
1_MULC01000001_02168,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_MULC01000001,3
1_VOJD01000100_02911,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VOJD01000100,3
1_LBLT01000001_00700,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LBLT01000001,3
1_CAADPN010000001_03376,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_CAADPN010000001,3
1_SZXQ01000001_00567,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_SZXQ01000001,3
1_LLNJ01000001_04065,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLNJ01000001,3
1_JTOI01000001_04092,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTOI01000001,3
1_RXTD01000001_01848,unannotated protein,3,398,0,100.0,99.246,100,0.0,810.0,pao1_fabv,1_RXTD01000001,3
6_LRMR01000001_01025,unannotated protein,94,346,1,86.93,76.131,100,0.0,626.0,pao1_fabv,6_LRMR01000001,3
1_FRHM01000090_02822,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRHM01000090,3
1_KI519264_02389,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KI519264,3
1_FRFS01000074_04090,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_FRFS01000074,3
1_RXET01000001_03655,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RXET01000001,3
120_FRBQ01000019_03868,unannotated protein,149,309,5,77.83,61.209,98,7.529999999999994e-176,493.0,pao1_fabv,120_FRBQ01000019,2
4_BCBN01000001_05291,unannotated protein,97,347,1,87.19,75.377,100,0.0,621.0,pao1_fabv,4_BCBN01000001,3
205_6C6_03412,unannotated protein,146,306,5,77.66,61.675,98,3.119999999999998e-168,474.0,pao1_fabv,205_6C6,3
1_CAADQX010000001_00513,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADQX010000001,3
4_CVTX01000194_01908,unannotated protein,101,347,1,87.19,74.372,100,0.0,616.0,pao1_fabv,4_CVTX01000194,3
4_QHJD01000006_00135,unannotated protein,153,309,5,78.03,60.101000000000006,98,1.8699999999999987e-167,472.0,pao1_fabv,4_QHJD01000006,3
4_QEHQ01000001_03823,unannotated protein,97,347,1,87.19,75.377,100,0.0,621.0,pao1_fabv,4_QEHQ01000001,3
4_CP010892_02694,unannotated protein,82,356,0,89.67,79.345,99,0.0,662.0,pao1_fabv,4_CP010892,4
14_MOAL01000001_03338,unannotated protein,82,355,0,89.42,79.345,99,0.0,662.0,pao1_fabv,14_MOAL01000001,4
1_JTOK01000001_03510,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTOK01000001,3
1_LLUR01000001_00187,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLUR01000001,3
1_CVWR01000001_06101,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVWR01000001,3
48_PCOS01000001_03664,unannotated protein,99,346,1,86.93,74.874,100,0.0,620.0,pao1_fabv,48_PCOS01000001,3
1_FRWP01001324_01720,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRWP01001324,3
1_CP012679_02096,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CP012679,3
1_LJZD01000001_02268,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LJZD01000001,3
1_CAADKC010000001_02633,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CAADKC010000001,3
45_MRUB01000005_01741,unannotated protein,83,357,0,89.92,79.093,99,0.0,665.0,pao1_fabv,45_MRUB01000005,4
1_KK211931_02105,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_KK211931,3
1_FRFU01000141_00925,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_FRFU01000141,3
95_CP015600_01779,unannotated protein,98,345,1,86.68,75.126,100,0.0,621.0,pao1_fabv,95_CP015600,3
4_BCAX01000001_04900,unannotated protein,152,309,5,78.03,60.354,98,3.9399999999999984e-168,474.0,pao1_fabv,4_BCAX01000001,3
1_LDMW01000001_01397,unannotated protein,1,397,0,99.75,99.749,100,0.0,813.0,pao1_fabv,1_LDMW01000001,3
1_JTRB01000001_00502,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_JTRB01000001,3
1_RWPK01000001_00264,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RWPK01000001,3
1_CVWN01000001_05964,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CVWN01000001,3
1_VWQF01000001_03929,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_VWQF01000001,3
1_JTOY01000001_04907,unannotated protein,1,397,0,99.75,99.749,100,0.0,812.0,pao1_fabv,1_JTOY01000001,3
4_BCAV01000001_03854,unannotated protein,153,307,5,77.53,60.101000000000006,98,4.409999999999997e-167,471.0,pao1_fabv,4_BCAV01000001,3
1_CP012585_02108,unannotated protein,1,398,0,100.0,99.749,100,0.0,813.0,pao1_fabv,1_CP012585,3
1_CTFB01000001_00864,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_CTFB01000001,3
1_RADO01000514_05607,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_RADO01000514,3
1_LLTO01000001_04633,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_LLTO01000001,3
1_QVCY01000100_05170,unannotated protein,0,398,0,100.0,100.0,100,0.0,815.0,pao1_fabv,1_QVCY01000100,3
